special_token_size	1
token_size	3082
singleton_size	1545
singleton_max_count	1
1827	velcro	1
1828	torn	1
1829	iffy	1
1830	unpdate	1
1831	saving	1
1832	grace	1
1833	behind	1
1834	justify	1
1835	astonishing	1
1836	blocked	1
1837	webpage	1
1838	slowing	1
1839	moderate	1
1840	boost	1
1841	mobile	1
1842	locekd	1
1843	prompt	1
1844	intrusive	1
1845	cheapest	1
1846	planning	1
1847	s	1
1848	daily	1
1849	crack	1
1850	aside	1
1851	action	1
1852	wear	1
1853	practice	1
1854	tim	1
1855	considered	1
1856	import	1
1857	paperwork	1
1858	vain	1
1859	valid	1
1860	expectation	1
1861	reacts	1
1862	luxury	1
1863	-when	1
1864	areas	1
1865	privacy	1
1866	softer	1
1867	accidently	1
1868	visually	1
1869	appealing	1
1870	exceptional	1
1871	techies	1
1872	packages	1
1873	colorful	1
1874	backlighting	1
1875	statement	1
1876	mere	1
1877	exaggeration	1
1878	lie	1
1879	projects	1
1880	sowish	1
1881	comfortably	1
1882	dorm	1
1883	promotion/offer	1
1884	imail	1
1885	incorporate	1
1886	safe	1
1887	bluescreened	1
1888	warning	1
1889	upon	1
1890	repaired	1
1891	13.3	1
1892	complaining	1
1893	errors	1
1894	ridiculously	1
1895	spectacular	1
1896	adjustment	1
1897	font	1
1898	block-like	1
1899	yummy	1
1900	video-chat	1
1901	component	1
1902	recently	1
1903	pentium	1
1904	ht	1
1905	sata	1
1906	rock	1
1907	overload	1
1908	mgr	1
1909	decide	1
1910	occasions	1
1911	iworks	1
1912	-computer	1
1913	driver	1
1914	each	1
1915	costs	1
1916	distan	1
1917	scored	1
1918	5.x	1
1919	index	1
1920	score	1
1921	seemingly	1
1922	high-end	1
1923	dependability	1
1924	greatly	1
1925	welcomed	1
1926	area	1
1927	messy	1
1928	direction	1
1929	storing	1
1930	organizing	1
1931	november	1
1932	intalling	1
1933	flashed	1
1934	assignments	1
1935	irriplaceable	1
1936	digital	1
1937	format	1
1938	roll	1
1939	deleted	1
1940	5850	1
1941	ddr5	1
1942	ddr3	1
1943	spectrum	1
1944	starcraft	1
1945	ii	1
1946	comparable	1
1947	secure	1
1948	interested	1
1949	warranties	1
1950	helping	1
1951	defects	1
1952	arse	1
1953	sucks	1
1954	32	1
1955	acually	1
1956	efficient	1
1957	powerbooks	1
1958	sporting	1
1959	gigs	1
1960	surf	1
1961	addicted	1
1962	booth	1
1963	zooming	1
1964	versitility	1
1965	began	1
1966	diminish	1
1967	company-wide	1
1968	recall	1
1969	grand	1
1970	hunk	1
1971	crap	1
1972	vaio	1
1973	spyware	1
1974	downside	1
1975	stare	1
1976	semprom	1
1977	occassionally	1
1978	ie	1
1979	tabs	1
1980	simultaneously	1
1981	odd	1
1982	recognize	1
1983	solidly	1
1984	upgrading	1
1985	tey	1
1986	insanity	1
1987	satisfy	1
1988	handy	1
1989	music-management	1
1990	essential	1
1991	stands	1
1992	laptops/mobile	1
1993	chic	1
1994	keynote	1
1995	eliminates	1
1996	improvement	1
1997	sub-par	1
1998	songs	1
1999	9	1
2000	punds	1
2001	arcade	1
2002	reallythe	1
2003	sticks	1
2004	seventeen	1
2005	monster	1
2006	firewall	1
2007	base	1
2008	desired	1
2009	periodically	1
2010	havent	1
2011	45	1
2012	o/s	1
2013	visa	1
2014	win7	1
2015	costing	1
2016	thousand	1
2017	rewired	1
2018	brick	1
2019	shot	1
2020	handles	1
2021	vary	1
2022	folks	1
2023	indicate	1
2024	intial	1
2025	newegg	1
2026	friday	1
2027	prepaid	1
2028	label	1
2029	saturday	1
2030	met	1
2031	trials	1
2032	postage	1
2033	reading	1
2034	enjoyed	1
2035	discharges	1
2036	textured	1
2037	fingerprints	1
2038	brief	1
2039	vostro	1
2040	steer	1
2041	snapped	1
2042	sixteen	1
2043	assuring	1
2044	span	1
2045	implore	1
2046	wires	1
2047	contact	1
2048	delay	1
2049	overheat	1
2050	beginning	1
2051	saying	1
2052	displayed	1
2053	noises	1
2054	hesitate	1
2055	micro	1
2056	isolated	1
2057	incident	1
2058	windows/linux	1
2059	artwork	1
2060	reasonably	1
2061	beta	1
2062	vhs	1
2063	became	1
2064	buyer	1
2065	fabulous	1
2066	bumping	1
2067	era	1
2068	serves	1
2069	modern	1
2070	parallels	1
2071	leftover	1
2072	dying	1
2073	classmates	1
2074	gradual	1
2075	substantive	1
2076	frozen	1
2077	kept	1
2078	happening	1
2079	screams	1
2080	routed	1
2081	get-go	1
2082	m6809	1
2083	solve	1
2084	casual	1
2085	likely	1
2086	grounding	1
2087	isolation	1
2088	ground	1
2089	loop	1
2090	isolator	1
2091	protector	1
2092	household	1
2093	gobs	1
2094	inefficient	1
2095	drains	1
2096	wallet	1
2097	amateurs	1
2098	experts	1
2099	alike	1
2100	reccomend	1
2101	exist	1
2102	i3	1
2103	walls	1
2104	among	1
2105	lovely	1
2106	ibookg4	1
2107	anykind	1
2108	future	1
2109	extend	1
2110	eyes	1
2111	fresh	1
2112	mobilize	1
2113	dealing	1
2114	drone	1
2115	torture	1
2116	turin	1
2117	perform	1
2118	core2	1
2119	quad	1
2120	2.83	1
2121	dad	1
2122	toshibas	1
2123	abit	1
2124	gold	1
2125	intall	1
2126	visual	1
2127	abuse	1
2128	pushed	1
2129	altogether	1
2130	universal	1
2131	300	1
2132	2.the	1
2133	arent	1
2134	classroom	1
2135	terms	1
2136	pre-loaded	1
2137	firewall/security	1
2138	long-life	1
2139	kicked	1
2140	bucket	1
2141	unrepaired	1
2142	176	1
2143	bid	1
2144	appreciate	1
2145	shorter	1
2146	admit	1
2147	theres	1
2148	effects-	1
2149	entertained	1
2150	airplane	1
2151	hotel	1
2152	beast	1
2153	wall	1
2154	dv4	1
2155	boasted	1
2156	irreplaceable	1
2157	recent	1
2158	inconvenient	1
2159	12	1
2160	cell	1
2161	curve	1
2162	upgreade	1
2163	hack	1
2164	treated	1
2165	tapping	1
2166	shift	1
2167	lines	1
2168	somewhat	1
2169	limiting	1
2170	25	1
2171	cds	1
2172	lifelong	1
2173	ingrained	1
2174	lexicon	1
2175	inconvenienced	1
2176	attachment	1
2177	downloaded	1
2178	addition	1
2179	keynotes	1
2180	remote	1
2181	buildings	1
2182	campus	1
2183	2.4	1
2184	c2d	1
2185	antiquated	1
2186	occasional	1
2187	appear	1
2188	excel	1
2189	specially	1
2190	underscores	1
2191	dualboot	1
2192	directly	1
2193	automatically	1
2194	adjusts	1
2195	recomended	1
2196	held	1
2197	holding	1
2198	flaw	1
2199	tool	1
2200	academic	1
2201	studies	1
2202	soud	1
2203	excelent	1
2204	depot	1
2205	stinks	1
2206	narcissist	1
2207	resetting	1
2208	pixels	1
2209	upper	1
2210	zone	1
2211	noticable	1
2212	edgy	1
2213	suspicious	1
2214	instance	1
2215	expeirencing	1
2216	failing	1
2217	powering	1
2218	freezing	1
2219	sorts	1
2220	recomend	1
2221	damn	1
2222	inept	1
2223	produces	1
2224	finished	1
2225	24/7	1
2226	stellar	1
2227	computer/printer	1
2228	knapsack	1
2229	text	1
2230	books	1
2231	mark	1
2232	uninstall	1
2233	apple-	1
2234	assistance	1
2235	bellying	1
2236	3g	1
2237	sells	1
2238	sacrificing	1
2239	luxurys	1
2240	ar	1
2241	name	1
2242	honored	1
2243	warrentys	1
2244	-called	1
2245	headquarters	1
2246	tft	1
2247	finances	1
2248	scheduling	1
2249	parents	1
2250	expenses	1
2251	openning	1
2252	browsers	1
2253	everytime	1
2254	booted	1
2255	weighed	1
2256	operates	1
2257	difficulty	1
2258	migration	1
2259	ibook	1
2260	effort	1
2261	itthe	1
2262	hoped	1
2263	standpoint	1
2264	sturdy	1
2265	equal	1
2266	patiently	1
2267	copies	1
2268	expecting	1
2269	meet	1
2270	strengths	1
2271	shaped	1
2272	weaknesses	1
2273	videocard	1
2274	sorry	1
2275	human	1
2276	typically	1
2277	convenience	1
2278	22	1
2279	macosx	1
2280	simplicity	1
2281	loosing	1
2282	20	1
2283	droid	1
2284	recharge	1
2285	clock	1
2286	beautifully	1
2287	18.4	1
2288	verion	1
2289	asks	1
2290	cancel	1
2291	processer	1
2292	accommodates	1
2293	mom	1
2294	focused	1
2295	esay	1
2296	equipment	1
2297	idk	1
2298	fixes	1
2299	vast	1
2300	improvment	1
2301	though-	1
2302	flat	1
2303	with-	1
2304	numerous	1
2305	flash	1
2306	uninstalled	1
2307	reinsalled	1
2308	explore	1
2309	whatever	1
2310	appeared	1
2311	forget	1
2312	killer	1
2313	expandable	1
2314	moth	1
2315	hardrive	1
2316	hence	1
2317	irritating	1
2318	downwards	1
2319	communicate	1
2320	members	1
2321	facial	1
2322	recognition	1
2323	logon	1
2324	uploading	1
2325	720p	1
2326	creating	1
2327	[	1
2328	microphone	1
2329	dough	1
2330	investing	1
2331	brighter	1
2332	over-sized	1
2333	18-inch	1
2334	gateway	1
2335	sp2	1
2336	influence	1
2337	deep	1
2338	u	1
2339	compares	1
2340	coupons	1
2341	codes	1
2342	significant	1
2343	sonic	1
2344	stage	1
2345	supposedly	1
2346	docking	1
2347	6th	1
2348	expedited	1
2349	senior	1
2350	social	1
2351	networking	1
2352	sites	1
2353	bring	1
2354	winning	1
2355	combination	1
2356	expese	1
2357	resolutions	1
2358	ended	1
2359	temporary	1
2360	-inquired	1
2361	status	1
2362	final	1
2363	seemlessly	1
2364	transfer	1
2365	maximum	1
2366	salesman	1
2367	talked	1
2368	discontinued	1
2369	representive	1
2370	robbery	1
2371	enormous	1
2372	amounts	1
2373	badly	1
2374	manufacturing	1
2375	defect	1
2376	thermal	1
2377	paste	1
2378	plate	1
2379	hollow	1
2380	interfaces	1
2381	rare	1
2382	quit	1
2383	tarnished	1
2384	heart	1
2385	tutoring	1
2386	bouncing	1
2387	ton	1
2388	compliments	1
2389	regularly	1
2390	commutes	1
2391	bus	1
2392	attest	1
2393	restricted	1
2394	width	1
2395	preformed	1
2396	streamlined	1
2397	trade-off	1
2398	achieve	1
2399	saves	1
2400	weary	1
2401	gotten	1
2402	current	1
2403	treat	1
2404	long-lasting	1
2405	framed	1
2406	half-	1
2407	full-inch	1
2408	margin	1
2409	reduces	1
2410	increases	1
2411	bulk	1
2412	noticeably	1
2413	involves	1
2414	11	1
2415	party	1
2416	engineering	1
2417	1.5-2.0	1
2418	pairing	1
2419	pleasure	1
2420	painless	1
2421	syncing	1
2422	forever	1
2423	opposite	1
2424	propose	1
2425	rated	1
2426	magnetic	1
2427	plug-in	1
2428	test	1
2429	accident	1
2430	innovation	1
2431	pre	1
2432	sink	1
2433	taken	1
2434	headsets	1
2435	aero	1
2436	smeary	1
2437	dusty	1
2438	noticeable	1
2439	talking	1
2440	knowledgeable	1
2441	associate	1
2442	associates	1
2443	passed	1
2444	aftermarket	1
2445	efficiently	1
2446	batteries	1
2447	similarly	1
2448	meantioned	1
2449	safety	1
2450	affect	1
2451	hide	1
2452	message	1
2453	exceeded	1
2454	abilitiy	1
2455	wants	1
2456	relax	1
2457	enraged	1
2458	cursing	1
2459	gods	1
2460	door	1
2461	eighty	1
2462	lg	1
2463	items	1
2464	technician	1
2465	house	1
2466	notch	1
2467	crapped	1
2468	dock	1
2469	ontop	1
2470	casing	1
2471	shocked	1
2472	pulled	1
2473	socket	1
2474	lenovo	1
2475	tablet	1
2476	unplug	1
2477	*netbook*	1
2478	outperforms	1
2479	liht	1
2480	boyfriend	1
2481	tends	1
2482	leaves	1
2483	seeing	1
2484	apples	1
2485	mozzilla	1
2486	firfox	1
2487	straight	1
2488	strive	1
2489	unprecedented	1
2490	plunge	1
2491	comp	1
2492	viewer	1
2493	currently	1
2494	stop	1
2495	shopping	1
2496	incase	1
2497	shells	1
2498	mainboard	1
2499	paralles	1
2500	2008	1
2501	vmware	1
2502	dump	1
2503	belongs	1
2504	trash	1
2505	twenty	1
2506	doubt	1
2507	promise	1
2508	harder	1
2509	usage	1
2510	winner	1
2511	chaotic	1
2512	ordering	1
2513	maneuver	1
2514	costed	1
2515	agree	1
2516	closely	1
2517	comparing	1
2518	slowdown	1
2519	spotlight	1
2520	keyword	1
2521	parsing	1
2522	tens	1
2523	folders	1
2524	navigating	1
2525	everywhere	1
2526	sticking	1
2527	correctly	1
2528	extensive	1
2529	lowest	1
2530	minimal	1
2531	arisen	1
2532	pricetag	1
2533	wife	1
2534	yahoo	1
2535	satisfactory	1
2536	innovations	1
2537	quicklook	1
2538	heaps	1
2539	broad	1
2540	lighter	1
2541	hsn	1
2542	dose	1
2543	definition	1
2544	ship	1
2545	toy	1
2546	saw	1
2547	lucky	1
2548	matched	1
2549	graphically	1
2550	functionally	1
2551	default	1
2552	launch	1
2553	manager	1
2554	drivers/applications	1
2555	show	1
2556	reload	1
2557	telling	1
2558	noisy	1
2559	'have	1
2560	yea	1
2561	numeric	1
2562	*=	1
2563	laggy	1
2564	greatest	1
2565	feet	1
2566	susceptible	1
2567	tower	1
2568	jumped	1
2569	preferred	1
2570	flashing	1
2571	improving	1
2572	80-gigabyte	1
2573	similarly-configured	1
2574	higher-quality	1
2575	better-configured	1
2576	lacie	1
2577	2big	1
2578	5870	1
2579	8gb	1
2580	reinstall	1
2581	intuition	1
2582	beauty	1
2583	technological	1
2584	advances	1
2585	associated	1
2586	nortons	1
2587	scan	1
2588	waiting	1
2589	quicly	1
2590	luck	1
2591	phone-visited	1
2592	machouse	1
2593	stated	1
2594	phonecalls	1
2595	sundays	1
2596	checking	1
2597	football	1
2598	scores	1
2599	funny	1
2600	youtube	1
2601	information	1
2602	trip	1
2603	pleasant	1
2604	surprise	1
2605	scroll	1
2606	folder	1
2607	stamped	1
2608	therefore	1
2609	stronger	1
2610	resilient	1
2611	american	1
2612	disservice	1
2613	insult	1
2614	shoddy	1
2615	s-video	1
2616	defeats	1
2617	keeping	1
2618	reflectiveness	1
2619	inconvenience	1
2620	controlled-lighting	1
2621	prefer	1
2622	crank	1
2623	dang	1
2624	regret	1
2625	understanding	1
2626	fingerprint	1
2627	1920x1080	1
2628	-5	1
2629	38-41c	1
2630	idle	1
2631	65	1
2632	-very	1
2633	re-install	1
2634	cracks	1
2635	louder	1
2636	indirectly	1
2637	tranferring	1
2638	kidding	1
2639	story	1
2640	calls	1
2641	switchable	1
2642	sweet	1
2643	sits	1
2644	jar	1
2645	photobooth	1
2646	g4	1
2647	maker	1
2648	tells	1
2649	latter	1
2650	offered	1
2651	happens	1
2652	plane	1
2653	overcome	1
2654	pair	1
2655	head	1
2656	returning	1
2657	clarity	1
2658	sharpness	1
2659	rig	1
2660	personally	1
2661	delivered	1
2662	security-prone	1
2663	skip	1
2664	examined	1
2665	cited	1
2666	anyways	1
2667	honesty	1
2668	connects	1
2669	library	1
2670	elsewhere	1
2671	ince	1
2672	bags	1
2673	registration/1st	1
2674	stacking	1
2675	spongey	1
2676	feeling	1
2677	completed	1
2678	'corrupted	1
2679	machined	1
2680	labtop	1
2681	recenlty	1
2682	pricing	1
2683	competitive	1
2684	macmall	1
2685	incurred	1
2686	locally	1
2687	third	1
2688	drag	1
2689	ex	1
2690	competition	1
2691	wirelessly	1
2692	regardless	1
2693	cash	1
2694	claims	1
2695	six	1
2696	screws	1
2697	moved	1
2698	forth	1
2699	leading	1
2700	flight	1
2701	airports	1
2702	trips	1
2703	proactive	1
2704	resolve	1
2705	longevity	1
2706	performing	1
2707	screen/video	1
2708	1024	1
2709	laughable	1
2710	chess	1
2711	picks	1
2712	encased	1
2713	enclosure	1
2714	seal	1
2715	clever	1
2716	shorting	1
2717	touched	1
2718	means	1
2719	communication	1
2720	fiance	1
2721	deployed	1
2722	suffered	1
2723	constandly	1
2724	reset	1
2725	formatting	1
2726	convert	1
2727	readable	1
2728	multitude	1
2729	lags	1
2730	awkward	1
2731	tea	1
2732	html	1
2733	onto	1
2734	leaps	1
2735	bounds	1
2736	explantory	1
2737	trendy	1
2738	burned	1
2739	fused	1
2740	children	1
2741	temp	1
2742	overheating	1
2743	occational	1
2744	half-life	1
2745	warcraft	1
2746	aftereffects	1
2747	sucked	1
2748	juice	1
2749	sol	1
2750	covering	1
2751	contributor	1
2752	art	1
2753	aspect	1
2754	7hrs	1
2755	5hrs	1
2756	realizwed	1
2757	essay	1
2758	papers	1
2759	150	1
2760	touchscreen	1
2761	lousy	1
2762	350	1
2763	engineers	1
2764	interneting	1
2765	maintain	1
2766	luckily	1
2767	contemplating	1
2768	decision	1
2769	6-7	1
2770	liking	1
2771	baterry	1
2772	literally	1
2773	presses	1
2774	lastly	1
2775	+plus	1
2776	wide	1
2777	roomy	1
2778	receiver	1
2779	superlatives	1
2780	confidence	1
2781	18	1
2782	criticism	1
2783	waned	1
2784	deliver	1
2785	glitch	1
2786	kind..i	1
2787	figure	1
2788	refute	1
2789	brilliant	1
2790	purely	1
2791	multi	1
2792	acers	1
2793	squaretrade	1
2794	3-year	1
2795	accidental	1
2796	1500-2000	1
2797	accidents	1
2798	drops	1
2799	spills	1
2800	covered	1
2801	applecare	1
2802	set-up	1
2803	integrate	1
2804	recognized	1
2805	instantly	1
2806	rmbp	1
2807	intel4000	1
2808	underpowered	1
2809	removed	1
2810	sdxc	1
2811	silly	1
2812	position	1
2813	wrong	1
2814	unbelievable	1
2815	posted	1
2816	craftmanship	1
2817	lab	1
2818	he/she	1
2819	win8	1
2820	overbearing	1
2821	man	1
2822	boy	1
2823	hearing	1
2824	user-friendly	1
2825	thank	1
2826	goodness	1
2827	ux	1
2828	o	1
2829	mavericks	1
2830	samsung	1
2831	830	1
2832	till	1
2833	dies	1
2834	tops	1
2835	superb	1
2836	restore	1
2837	disks	1
2838	direct	1
2839	iphone/ipod	1
2840	adjusting	1
2841	remember	1
2842	glasses	1
2843	anticipated	1
2844	customize	1
2845	setting	1
2846	bookmarks	1
2847	pleasurable	1
2848	harddrive	1
2849	on/off	1
2850	obscure	1
2851	rear	1
2852	corner	1
2853	task	1
2854	otherwise	1
2855	signature	1
2856	content	1
2857	robust	1
2858	lived	1
2859	restarts	1
2860	peripherals	1
2861	noticably	1
2862	15-20	1
2863	elegant	1
2864	usability	1
2865	presentation	1
2866	sleeker	1
2867	eg	1
2868	helped	1
2869	receptacle	1
2870	nor	1
2871	located	1
2872	happen	1
2873	app	1
2874	flawless	1
2875	finish	1
2876	showing	1
2877	power-off	1
2878	configuration	1
2879	surfuring	1
2880	item	1
2881	suffering	1
2882	shortening	1
2883	lifetime	1
2884	silent	1
2885	footprint	1
2886	exterior	1
2887	aware	1
2888	involving	1
2889	mistake	1
2890	regard	1
2891	admirably	1
2892	settling	1
2893	cumbersome	1
2894	developing	1
2895	zero	1
2896	cycle	1
2897	count	1
2898	swipes	1
2899	attached	1
2900	safely	1
2901	streaming	1
2902	somethings	1
2903	2012	1
2904	imacs	1
2905	alot	1
2906	8x	1
2907	fans	1
2908	audible	1
2909	familiarize	1
2910	ecosystem	1
2911	fluid	1
2912	seriously	1
2913	logic	1
2914	utterly	1
2915	cried	1
2916	laid	1
2917	crappy	1
2918	results	1
2919	performer..extremely	1
2920	2010-	1
2921	3d	1
2922	rendering	1
2923	considerably	1
2924	1100	1
2925	1098+	1
2926	coupon	1
2927	amazon-cost	1
2928	998	1
2929	tax-	1
2930	1070-	1
2931	otd	1
2932	mc309ll/a	1
2933	900+	1
2934	2.5	1
2935	799	1
2936	6750m	1
2937	512mb	1
2938	package	1
2939	unconsciously	1
2940	extender	1
2941	2.9ghz	1
2942	snappy	1
2943	reduced	1
2944	lights	1
2945	virtually	1
2946	boot-up	1
2947	slowed	1
2948	significantly	1
2949	profile	1
2950	critical	1
2951	capability	1
2952	recessed	1
2953	upside	1
2954	nail	1
2955	accessed	1
2956	ejecting	1
2957	anodized	1
2958	laser	1
2959	precision	1
2960	crafted	1
2961	aluminium	1
2962	blow	1
2963	ridden	1
2964	sticker	1
2965	filled	1
2966	brushed	1
2967	customization	1
2968	surprisingly	1
2969	superdrive	1
2970	grown	1
2971	quarter	1
2972	lump	1
2973	underside	1
2974	yo	1
2975	practicality	1
2976	cons	1
2977	bedroom	1
2978	adsl	1
2979	breaker	1
2980	switched	1
2981	includes	1
2982	idvd	1
2983	furthermore	1
2984	anymore	1
2985	waste	1
2986	reviews	1
2987	decline	1
2988	solved	1
2989	squirrely	1
2990	times-	1
2991	usable	1
2992	shutdown	1
2993	reopen	1
2994	described	1
2995	retina	1
2996	jaw	1
2997	simplest	1
2998	example	1
2999	additionally	1
3000	ventilation	1
3001	steam	1
3002	advised	1
3003	struggle	1
3004	urgent	1
3005	asap	1
3006	upgradeable	1
3007	splurged	1
3008	8mb	1
3009	4mb	1
3010	os.x	1
3011	softwares	1
3012	supporting	1
3013	10.8	1
3014	.20	1
3015	thicker	1
3016	lbs	1
3017	heavier	1
3018	terribly	1
3019	beware	1
3020	rom	1
3021	laptopwas	1
3022	expectin	1
3023	lowan	1
3024	bang	1
3025	against	1
3026	endlessly	1
3027	21	1
3028	silky	1
3029	generation	1
3030	justifies	1
3031	adjusted	1
3032	pounding	1
3033	grip	1
3034	hopefully	1
3035	amazon.com	1
3036	nicest	1
3037	ultra	1
3038	10.9	1
3039	microphones	1
3040	shortcuts	1
3041	exposed	1
3042	ios	1
3043	fonts	1
3044	adjustments	1
3045	alienware	1
3046	home/end	1
3047	grew	1
3048	accustomed	1
3049	smoothness	1
3050	bass	1
3051	sounding	1
3052	tinny	1
3053	excited	1
3054	further	1
3055	sloppy	1
3056	courtesy	1
3057	gripe	1
3058	today	1
3059	surprises	1
3060	veryimportant	1
3061	sold	1
3062	inferior	1
3063	ways	1
3064	apparent	1
3065	flying	1
3066	complained	1
3067	released	1
3068	firmware	1
3069	patch	1
3070	photographer	1
3071	boards	1
3072	diagnosed	1
3073	4g	1
3074	max	1
3075	8g	1
3076	sons	1
3077	schooling	1
3078	optimal	1
3079	provided	1
3080	brand-	1
3081	1400	1
3082	res	1
